Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,Player-additional
219,Kenneth Faried,22,DEN,PF,46,39,1037,21.9,.618,.000,.531,16.5,22.9,19.8,5.5,1.7,3.6,12.4,18.7,3.2,1.3,4.6,.212,2.4,-0.2,2.2,1.1,ROY-3,farieke01
220,Earl Watson,32,UTA,PG,50,2,1033,9.5,.413,.325,.288,3.3,10.2,6.7,28.9,2.7,1.7,32.0,11.5,-0.6,0.9,0.4,.018,-2.6,1.2,-1.4,0.2,,watsoea01
221,J.J. Barea,27,MIN,PG,41,11,1032,14.9,.502,.342,.234,1.5,10.8,6.1,39.0,1.0,0.0,18.3,24.3,0.8,0.4,1.2,.056,1.1,-2.1,-1.0,0.3,,bareajo01
222,Andrea Bargnani,26,TOR,C,31,31,1032,17.9,.538,.238,.357,2.8,16.6,9.8,11.6,0.9,1.2,11.0,28.7,1.3,0.9,2.2,.104,2.4,-1.3,1.1,0.8,,bargnan01
223,Lamar Odom,32,DAL,SF,50,4,1027,9.2,.423,.318,.281,4.0,18.7,11.4,12.9,1.0,1.4,11.7,20.1,-0.9,1.2,0.3,.014,-3.2,0.1,-3.1,-0.3,,odomla01
224,Steve Novak,28,NYK,PF,54,0,1020,15.9,.684,.837,.077,1.0,10.9,5.9,2.0,0.8,0.7,5.7,16.2,2.9,0.9,3.9,.181,4.6,-0.5,4.1,1.6,,novakst01
225,Tyrus Thomas,25,CHA,PF,54,30,1013,9.0,.418,.009,.254,5.4,17.7,11.3,6.0,1.9,4.4,12.7,19.0,-1.5,0.8,-0.6,-0.029,-5.9,-0.1,-6.0,-1.0,,thomaty01
226,Luc Mbah a Moute,25,MIL,PF,43,22,1009,13.9,.544,.015,.395,8.2,16.9,12.4,4.4,2.0,1.6,11.3,15.1,1.2,1.1,2.4,.112,-1.2,0.1,-1.1,0.2,,mbahalu01
227,Quincy Pondexter,23,MEM,SF,64,8,1002,9.4,.517,.305,.222,6.3,8.5,7.3,4.1,1.4,0.4,10.3,13.2,0.9,0.9,1.7,.082,-1.9,-0.1,-2.0,0.0,,pondequ01
228,Carl Landry,28,NOH,PF,41,8,999,18.2,.577,.008,.508,9.4,15.9,12.8,7.1,0.7,1.0,12.6,24.0,2.2,0.7,2.9,.139,1.3,-1.5,-0.2,0.4,6MOY-11,landrca01
229,Josh Howard,31,UTA,SF,43,18,991,10.5,.461,.102,.269,4.5,13.9,9.2,7.9,1.7,0.8,11.6,20.7,-0.2,0.7,0.5,.025,-2.8,-0.9,-3.7,-0.4,,howarjo01
230,Daequan Cook,24,OKC,SG,57,22,989,9.2,.509,.770,.074,1.5,11.9,7.0,2.3,1.1,0.8,5.0,14.7,0.8,0.8,1.6,.078,-0.5,-0.7,-1.3,0.2,,cookda02
231,Ben Wallace,37,DET,C,62,11,980,10.7,.398,.047,.547,9.6,23.7,16.4,6.4,2.6,4.1,24.2,6.6,-0.1,1.6,1.4,.070,-1.8,2.4,0.6,0.7,,wallabe01
232,Wayne Ellington,24,MIN,SG,51,4,973,9.4,.487,.358,.132,1.6,9.7,5.6,5.5,1.4,0.7,7.5,15.8,0.3,0.5,0.8,.041,-2.7,-0.2,-2.8,-0.2,,ellinwa01
233,Ömer Aşık,25,CHI,C,66,2,971,13.4,.509,.000,.660,14.9,25.1,20.1,4.8,1.7,5.0,25.2,12.6,0.1,2.5,2.6,.129,-3.2,2.5,-0.7,0.3,,asikom01
234,J.R. Smith,26,NYK,SG,35,1,967,15.2,.508,.477,.136,3.4,12.9,8.1,15.2,2.9,0.5,9.7,22.0,1.0,1.5,2.5,.122,0.8,1.3,2.1,1.0,6MOY-18,smithjr01
235,DeShawn Stevenson,30,NJN,SF,51,30,960,4.3,.413,.843,.093,0.8,11.7,6.1,6.5,1.1,0.3,9.6,9.4,-0.3,0.1,-0.3,-0.014,-3.9,-0.6,-4.4,-0.6,,stevede01
236,Troy Murphy,31,LAL,PF,59,0,956,9.0,.537,.392,.053,4.9,16.9,11.2,7.9,0.8,1.2,12.9,9.6,0.8,0.9,1.7,.088,-2.0,0.9,-1.1,0.2,,murphtr01
237,Jason Smith,25,NOH,PF,40,29,947,16.6,.537,.026,.135,9.2,15.3,12.3,6.8,1.2,3.6,9.8,20.4,1.2,1.0,2.2,.110,-0.2,-0.2,-0.4,0.4,,smithja02
238,Kenyon Martin,34,LAC,PF,42,0,940,9.9,.445,.059,.245,6.1,16.9,11.5,2.9,2.5,3.8,11.6,13.5,-0.3,1.2,0.9,.048,-3.5,1.5,-2.1,0.0,,martike01
239,Jeremy Lin,23,NYK,PG,35,25,940,19.9,.552,.196,.478,2.2,11.1,6.6,41.0,3.0,0.8,21.4,28.1,1.3,1.4,2.7,.140,2.6,1.2,3.8,1.4,,linje01
240,Alec Burks,20,UTA,SG,59,0,939,14.0,.506,.126,.401,6.9,9.3,8.1,9.5,1.5,0.4,10.8,22.5,1.1,0.4,1.5,.076,-0.6,-1.4,-2.0,0.0,,burksal01
241,Ivan Johnson,27,ATL,PF,56,0,934,14.3,.558,.022,.364,8.2,20.1,14.2,5.7,2.4,1.5,17.8,19.5,0.5,1.7,2.2,.113,-2.8,0.6,-2.2,0.0,,johnsiv01
242,Damien Wilkins,32,DET,SF,60,2,922,6.9,.445,.119,.280,2.8,10.4,6.5,7.5,1.7,1.1,12.2,12.4,-0.2,0.6,0.4,.019,-4.2,0.2,-4.0,-0.5,,wilkida02
243,Willie Green,30,ATL,SG,53,2,922,13.9,.578,.348,.172,1.9,8.2,5.1,7.4,1.3,0.5,8.6,19.5,1.4,0.9,2.4,.122,0.1,-0.6,-0.5,0.3,,greenwi01
244,Mickaël Piétrus,29,BOS,SG,42,6,921,8.5,.509,.674,.115,2.4,13.7,8.3,4.4,1.2,0.8,10.4,16.5,-0.2,1.4,1.2,.063,-2.1,0.3,-1.8,0.0,,pietrmi01
245,Johan Petro,26,NJN,C,59,10,920,10.3,.452,.004,.142,8.3,20.3,14.1,8.2,1.2,1.9,12.1,15.6,0.1,0.6,0.7,.034,-3.9,-0.9,-4.7,-0.6,,petrojo01
246,Spencer Hawes,23,PHI,C,37,29,920,18.1,.517,.038,.172,9.4,23.3,16.3,17.6,0.9,3.9,13.8,20.3,1.1,1.9,2.9,.152,-0.2,1.6,1.5,0.8,,hawessp01
247,Daniel Gibson,25,CLE,SG,35,7,916,9.2,.493,.560,.173,1.3,11.6,6.3,13.5,1.5,1.3,14.4,15.3,0.2,0.3,0.5,.028,-1.9,-0.4,-2.2,-0.1,,gibsoda01
248,Thabo Sefolosha,27,OKC,SG,42,42,914,9.8,.584,.458,.277,2.8,12.5,8.0,7.4,2.1,1.4,18.7,10.6,0.8,1.0,1.8,.095,-1.3,1.7,0.4,0.6,,sefolth01
249,Robin Lopez,23,PHO,C,64,0,895,15.2,.526,.000,.520,11.5,14.8,13.2,3.4,1.0,4.8,11.5,18.9,1.2,0.9,2.1,.115,-2.2,0.0,-2.2,0.0,,lopezro01
250,Sebastian Telfair,26,PHO,PG,60,1,895,13.2,.495,.307,.196,2.5,8.9,5.7,24.5,2.4,1.0,15.5,22.3,0.4,0.7,1.1,.058,-1.7,0.4,-1.3,0.1,,telfase01
251,Charles Jenkins,22,GSW,PG,51,28,893,12.4,.482,.069,.134,1.0,7.6,4.3,29.9,1.9,0.5,16.3,19.0,0.4,0.1,0.5,.028,-2.7,-1.5,-4.2,-0.5,,jenkich01
252,Anthony Tolliver,26,MIN,SF,51,0,882,8.3,.504,.555,.302,6.2,13.0,9.6,3.8,1.0,1.5,14.5,12.2,0.3,0.6,0.9,.049,-2.8,0.1,-2.6,-0.2,,tollian01
253,Corey Maggette,32,CHA,SF,32,28,881,14.1,.517,.177,.558,2.6,14.0,8.1,8.3,1.4,0.1,11.3,27.4,0.5,0.1,0.7,.038,-1.3,-2.6,-3.9,-0.4,,maggeco01
254,Enes Freedom,19,UTA,C,66,0,874,14.5,.539,.004,.445,13.9,22.7,18.3,1.4,1.1,2.1,16.1,17.3,0.9,0.8,1.7,.095,-1.2,-1.7,-3.0,-0.2,,kanteen01
255,Quentin Richardson,31,ORL,SF,48,3,866,8.7,.511,.614,.152,2.0,14.6,8.2,7.0,1.7,0.5,12.1,13.0,0.4,0.9,1.3,.070,-2.5,1.0,-1.6,0.1,,richaqu01
256,Tracy McGrady,32,ATL,SF,52,0,837,13.6,.510,.143,.359,3.3,18.2,10.8,20.8,1.0,1.4,16.5,18.0,0.5,1.1,1.6,.094,-0.1,0.7,0.6,0.5,,mcgratr01
257,Jordan Farmar,25,NJN,PG,39,5,831,17.4,.592,.397,.200,1.0,7.8,4.3,29.0,1.5,0.2,16.6,22.6,1.8,0.0,1.8,.104,2.5,-2.1,0.4,0.5,,farmajo01
258,Samardo Samuels,23,CLE,C,54,0,825,11.1,.517,.000,.506,8.4,16.8,12.4,4.2,1.3,1.8,16.5,18.4,0.2,0.5,0.7,.039,-4.0,-1.3,-5.3,-0.7,,samuesa01
259,Aaron Gray,27,TOR,C,49,40,813,11.1,.526,.000,.292,12.1,28.3,20.3,5.5,1.5,1.7,21.9,13.5,0.1,1.3,1.4,.082,-3.6,0.1,-3.5,-0.3,,grayaa01
260,Nikola Vučević,21,PHI,C,51,15,812,14.3,.462,.027,.117,12.0,21.7,16.8,6.2,1.3,3.1,9.7,19.6,0.2,1.6,1.8,.109,-2.5,0.3,-2.2,0.0,,vucevni01
261,Kurt Thomas,39,POR,C,53,3,803,9.5,.483,.000,.127,5.5,22.1,13.7,8.7,1.6,3.0,15.8,11.2,0.2,0.9,1.1,.067,-4.0,2.1,-1.9,0.0,,thomaku01
262,Francisco García,30,SAC,SF,49,3,798,10.7,.483,.572,.131,1.4,12.7,6.8,5.8,2.3,3.4,8.3,14.4,0.3,0.5,0.8,.048,-1.6,0.9,-0.7,0.3,,garcifr01
263,Raja Bell,35,UTA,SG,34,33,796,8.3,.586,.500,.144,0.9,6.3,3.5,7.0,0.9,0.2,10.2,11.6,1.0,0.1,1.1,.069,-1.8,-0.7,-2.5,-0.1,,bellra01
264,Sundiata Gaines,25,NJN,SG,57,12,793,15.0,.465,.303,.354,3.8,12.2,7.9,27.2,3.7,0.2,14.2,21.1,0.4,0.6,1.0,.059,-0.5,0.8,0.3,0.5,,gainesu01
265,Kosta Koufos,22,DEN,C,48,24,792,17.3,.608,.000,.286,14.4,23.3,19.0,2.9,1.5,4.1,13.2,14.0,1.7,1.0,2.7,.163,0.5,0.4,0.9,0.6,,koufoko01
266,Manu Ginóbili,34,SAS,SG,34,7,792,24.1,.668,.442,.354,2.7,13.9,8.4,30.3,1.6,1.1,16.3,22.7,3.4,0.9,4.2,.257,5.8,1.0,6.9,1.8,6MOY-5,ginobma01
267,Brandan Wright,24,DAL,C,49,0,791,21.6,.632,.004,.352,8.9,15.8,12.4,2.9,1.5,6.4,7.2,17.0,2.2,1.3,3.5,.215,1.9,1.8,3.7,1.1,,wrighbr03
268,Anderson Varejão,29,CLE,C,25,25,785,18.9,.542,.018,.288,15.2,26.8,20.8,9.7,2.3,1.6,15.2,16.9,1.2,0.9,2.1,.131,1.3,-0.2,1.1,0.6,,varejan01
269,Gerald Green,26,NJN,SF,31,2,781,15.8,.574,.344,.203,2.2,14.2,8.0,8.5,1.9,1.7,13.6,23.6,0.8,0.4,1.2,.072,0.7,-0.5,0.2,0.4,,greenge01
270,Emeka Okafor,29,NOH,C,27,27,781,15.1,.539,.000,.346,10.8,21.4,16.2,5.3,1.1,2.8,13.0,17.2,0.8,0.9,1.7,.103,-0.3,-0.1,-0.5,0.3,,okafoem01
271,Shelvin Mack,21,WAS,PG,64,0,779,11.9,.468,.191,.268,1.7,11.7,6.7,26.0,1.9,0.2,16.3,16.9,0.2,0.5,0.7,.042,-2.0,-0.7,-2.6,-0.1,,macksh01
272,Donté Greene,23,SAC,PF,53,7,777,11.8,.491,.395,.207,2.6,16.9,9.4,6.8,1.2,2.7,9.9,18.0,0.3,0.3,0.7,.041,-1.6,-0.8,-2.4,-0.1,,greendo01
273,Reggie Evans,31,LAC,PF,56,0,771,9.2,.504,.000,.986,15.3,26.7,20.9,3.1,2.2,0.6,29.9,8.8,0.2,1.0,1.3,.079,-3.5,-0.2,-3.7,-0.3,,evansre01
274,Michael Redd,32,PHO,SG,51,2,770,13.9,.511,.367,.308,2.1,9.1,5.6,7.1,0.9,0.0,8.3,26.3,0.6,0.2,0.8,.052,-0.2,-2.4,-2.6,-0.1,,reddmi01
275,Greg Stiemsma,26,BOS,C,55,3,766,13.6,.579,.000,.339,7.7,19.0,13.6,5.6,2.6,8.5,19.2,10.8,0.6,2.2,2.7,.170,-4.0,5.5,1.4,0.7,,stiemgr01
276,Xavier Henry,20,NOH,SG,45,0,759,9.2,.450,.075,.373,3.8,12.7,8.3,7.6,1.9,0.9,11.7,18.7,-0.4,0.7,0.2,.015,-3.7,-0.3,-4.0,-0.4,,henryxa01
277,Vladimir Radmanović,31,ATL,SF,49,3,755,11.7,.524,.685,.147,5.3,16.8,11.1,10.9,1.5,1.5,14.3,15.2,0.5,1.1,1.6,.103,-0.4,0.6,0.2,0.4,,radmavl01
278,Lou Amundson,29,IND,PF,60,0,753,11.5,.438,.000,.396,14.1,19.0,16.6,3.0,1.9,4.6,15.6,17.3,-0.3,1.3,1.0,.062,-4.0,0.1,-4.0,-0.4,,amundlo01
279,Mike Miller,31,MIA,SG,39,2,752,11.4,.561,.560,.024,3.6,16.2,10.2,8.7,1.0,0.6,12.4,14.9,0.8,1.0,1.8,.113,0.3,-0.2,0.1,0.4,,millemi01
280,Reggie Williams,25,CHA,SF,33,13,747,12.4,.503,.420,.157,4.0,10.5,7.1,14.7,1.4,0.3,10.8,18.9,0.3,0.0,0.3,.022,-0.4,-2.0,-2.4,-0.1,,willire02
281,Andris Biedriņš,25,GSW,C,47,35,739,8.8,.581,.000,.141,6.9,20.0,13.5,3.0,1.6,4.7,17.1,5.1,0.6,0.7,1.3,.085,-3.8,1.5,-2.3,0.0,,biedran01
282,Zach Randolph,30,MEM,PF,28,8,735,17.9,.500,.028,.309,12.1,23.9,17.9,11.2,1.5,0.4,11.0,22.4,1.0,1.1,2.1,.135,1.0,-0.7,0.3,0.4,6MOY-11,randoza01
283,Stephen Curry,23,GSW,PG,26,23,732,21.2,.605,.409,.159,2.3,11.3,6.8,32.3,2.8,0.8,17.0,24.0,1.8,0.4,2.2,.144,4.1,0.3,4.3,1.2,,curryst01
284,Jared Jeffries,30,NYK,PF,39,4,729,10.9,.484,.111,.500,10.8,13.3,12.0,5.4,2.0,2.7,14.2,12.6,0.5,1.1,1.7,.109,-2.3,1.4,-1.0,0.2,,jeffrja01
285,Rashard Lewis,32,WAS,SF,28,15,729,9.3,.457,.303,.167,5.2,11.7,8.4,5.7,1.6,1.1,11.9,16.5,-0.2,0.4,0.3,.018,-2.3,-1.3,-3.5,-0.3,,lewisra02
286,John Lucas III,29,CHI,PG,49,2,726,16.3,.496,.391,.089,3.4,8.1,5.8,25.8,1.4,0.1,10.1,26.0,1.2,1.0,2.2,.143,2.9,0.0,2.9,0.9,,lucasjo02
287,Josh McRoberts,24,LAL,PF,50,6,718,10.9,.516,.059,.305,9.9,16.4,13.3,10.5,1.1,1.8,18.8,10.5,0.6,0.8,1.4,.095,-2.1,0.7,-1.4,0.1,,mcrobjo01
288,Gary Forbes,26,TOR,SG,48,2,713,13.3,.513,.306,.336,4.5,12.2,8.4,13.7,1.8,0.5,14.8,24.1,0.1,0.7,0.8,.053,-0.4,-0.6,-1.0,0.2,,forbega01
289,Rudy Fernández,26,DEN,SG,31,1,710,13.3,.549,.542,.191,1.5,8.9,5.3,15.9,2.2,0.3,14.1,17.8,0.8,0.4,1.2,.083,0.6,0.1,0.7,0.5,,fernaru01
290,Jerryd Bayless,23,TOR,PG,31,11,705,17.7,.561,.377,.319,1.3,9.5,5.5,30.7,1.8,0.5,14.4,24.6,1.5,0.6,2.0,.139,2.4,-0.7,1.7,0.6,,bayleje01
291,Roger Mason,31,WAS,SG,52,0,697,12.1,.530,.597,.105,1.1,10.1,5.6,11.0,1.0,0.6,10.6,19.4,0.6,0.2,0.9,.059,0.8,-1.8,-1.0,0.2,,masonro01
292,Richard Hamilton,33,CHI,SG,28,28,697,13.2,.500,.148,.119,3.3,7.2,5.3,21.0,0.9,0.1,13.1,24.5,0.5,0.8,1.3,.092,-0.7,-0.9,-1.7,0.1,,hamilri01
293,Nazr Mohammed,34,OKC,C,63,1,692,11.0,.477,.006,.136,10.4,17.1,14.0,3.1,1.5,3.9,12.7,13.4,0.3,1.0,1.3,.090,-3.0,0.7,-2.4,-0.1,,mohamna01
294,Timofey Mozgov,25,DEN,C,44,35,687,13.2,.556,.000,.300,9.3,20.8,15.2,4.9,1.1,4.8,19.8,17.4,0.3,0.8,1.1,.074,-2.9,0.4,-2.5,-0.1,,mozgoti01
295,Jannero Pargo,32,ATL,PG,50,0,671,13.6,.539,.545,.079,1.6,11.1,6.4,24.1,1.6,0.2,15.8,21.8,0.6,0.8,1.3,.095,0.0,-0.6,-0.6,0.2,,pargoja01
296,Donald Sloan,24,3TM,PG,33,11,669,8.9,.433,.126,.152,3.0,8.6,5.7,26.5,1.0,0.3,18.8,17.6,-0.4,0.1,-0.3,-0.024,-3.3,-2.1,-5.3,-0.6,,sloando01
296,Donald Sloan,24,ATL,PG,5,0,20,11.6,.375,.125,.000,5.9,23.3,14.7,41.6,2.7,0.0,20.0,23.5,0.0,0.0,0.0,.012,-5.4,1.8,-3.6,0.0,,sloando01
296,Donald Sloan,24,NOH,PG,3,0,41,8.0,.381,.143,.286,5.9,2.9,4.4,32.5,2.7,0.0,24.1,23.9,-0.1,0.0,-0.1,-0.104,-3.4,-1.3,-4.7,0.0,,sloando01
296,Donald Sloan,24,CLE,PG,25,11,608,8.9,.440,.125,.148,2.7,8.6,5.5,25.6,0.9,0.4,18.3,17.0,-0.3,0.0,-0.3,-0.020,-3.2,-2.2,-5.4,-0.5,,sloando01
297,James Jones,31,MIA,SG,51,10,666,9.7,.567,.760,.200,1.1,7.4,4.4,4.2,1.3,1.1,5.8,12.1,0.9,0.7,1.7,.120,-0.4,0.4,0.0,0.3,,jonesja02
298,Keyon Dooling,31,BOS,SG,46,2,662,6.9,.515,.497,.190,0.6,6.1,3.5,12.1,1.0,0.2,16.1,15.3,-0.2,0.8,0.6,.042,-3.8,-0.5,-4.3,-0.4,,doolike01
299,Toney Douglas,25,NYK,PG,38,9,656,7.1,.393,.403,.090,2.8,10.0,6.3,19.6,2.3,0.1,15.7,24.4,-1.4,0.8,-0.6,-0.046,-4.7,-1.0,-5.6,-0.6,,douglto01
300,Larry Sanders,23,MIL,PF,52,0,643,13.3,.463,.011,.207,10.3,17.3,13.7,7.8,2.5,8.9,17.6,16.7,-0.3,1.2,1.0,.072,-5.0,3.1,-1.9,0.0,,sandela01
301,Jordan Williams,21,NJN,C,43,5,635,14.5,.544,.000,.434,11.7,16.9,14.3,2.9,1.8,1.8,11.3,14.7,1.0,0.4,1.3,.101,-0.9,-1.2,-2.1,0.0,,willijo03
302,Lance Thomas,23,NOH,PF,42,10,630,10.1,.541,.008,.492,9.4,14.3,11.9,3.0,0.9,0.9,13.5,13.3,0.7,0.4,1.2,.088,-3.3,-1.0,-4.3,-0.4,,thomala01
303,Andray Blatche,25,WAS,PF,26,13,626,10.6,.415,.029,.200,7.5,19.6,13.5,7.3,1.7,2.1,12.2,21.7,-0.8,0.6,-0.1,-0.011,-3.4,-1.4,-4.8,-0.4,,blatcan01
304,Lavoy Allen,22,PHI,PF,41,15,624,12.7,.488,.000,.084,8.3,22.2,15.2,8.4,1.1,2.2,10.4,14.5,0.4,1.2,1.6,.124,-2.8,1.0,-1.7,0.0,,allenla01
305,Henry Walker,24,NYK,SG,32,8,620,8.2,.526,.661,.117,1.7,13.4,7.5,9.4,1.6,0.9,16.3,15.5,0.1,0.8,0.9,.067,-2.9,0.8,-2.1,0.0,,walkebi01
306,Chauncey Billups,35,LAC,SG,20,20,607,16.1,.554,.548,.417,0.8,9.1,4.9,21.0,0.8,0.4,12.3,23.4,1.5,0.2,1.7,.135,2.9,-2.0,0.9,0.4,,billuch01
307,James Anderson,22,SAS,SG,51,2,603,8.8,.483,.391,.299,3.1,11.8,7.5,9.6,0.7,0.2,13.2,17.2,0.1,0.4,0.5,.040,-2.7,-1.4,-4.1,-0.3,,anderja01
308,Austin Daye,23,DET,SF,41,4,603,7.1,.394,.273,.189,2.7,15.8,9.0,9.2,2.0,2.8,14.0,21.9,-1.3,0.6,-0.6,-0.050,-5.0,-0.1,-5.0,-0.5,,dayeau01
309,Matt Carroll,31,CHA,SG,53,2,596,5.6,.409,.274,.242,1.5,10.0,5.6,10.6,1.4,0.9,12.1,15.3,-0.7,0.1,-0.6,-0.051,-5.9,-1.5,-7.4,-0.8,,carroma01
310,Baron Davis,32,NYK,PG,29,14,595,10.0,.457,.462,.130,2.5,8.4,5.4,36.2,2.9,0.4,28.1,20.4,-0.7,0.8,0.2,.014,-1.9,-0.2,-2.1,0.0,,davisba01
311,Jermaine O'Neal,33,BOS,C,25,24,570,9.4,.468,.000,.258,8.0,19.4,14.0,2.7,0.7,5.8,13.6,13.0,-0.1,1.2,1.1,.091,-4.6,2.1,-2.5,-0.1,,onealje01
312,A.J. Price,25,IND,PG,44,1,568,11.5,.454,.506,.201,2.6,9.4,6.0,23.9,1.9,0.3,14.5,17.7,0.2,0.5,0.7,.063,-0.6,-0.5,-1.0,0.1,,priceaj01
313,Jeremy Tyler,20,GSW,C,42,23,568,10.4,.442,.005,.249,10.8,17.1,14.0,4.5,1.5,2.7,13.4,21.8,-0.5,0.4,-0.2,-0.014,-5.5,-2.3,-7.8,-0.8,,tylerje01
314,Earl Clark,24,ORL,PF,45,1,559,8.1,.405,.000,.209,7.1,18.6,12.8,5.2,1.2,4.5,14.1,14.8,-0.5,0.8,0.3,.027,-5.6,0.7,-4.9,-0.4,,clarkea01
315,Mike Bibby,33,NYK,PG,39,4,557,7.8,.404,.685,.065,1.0,11.3,6.1,21.2,1.9,0.4,13.6,11.9,0.0,0.7,0.7,.061,-2.9,1.0,-1.9,0.0,,bibbymi01
316,Jon Leuer,22,MIL,PF,46,12,555,15.3,.536,.047,.147,8.7,15.3,11.9,7.3,1.3,2.3,8.1,17.6,0.9,0.5,1.4,.122,-0.3,0.0,-0.3,0.2,,leuerjo01
317,Jordan Hill,24,2TM,C,39,8,551,15.8,.522,.018,.285,12.8,26.3,19.5,4.7,1.3,3.6,14.3,17.9,0.5,0.8,1.4,.118,-1.8,0.3,-1.5,0.1,,hilljo01
317,Jordan Hill,24,HOU,C,32,7,469,15.1,.529,.022,.289,11.5,27.0,19.2,4.7,1.0,3.4,13.6,17.1,0.5,0.7,1.1,.118,-1.7,0.3,-1.4,0.1,,hilljo01
317,Jordan Hill,24,LAL,C,7,1,82,19.3,.492,.000,.267,20.0,22.1,21.1,4.2,3.2,5.3,17.3,22.6,0.0,0.2,0.2,.120,-2.7,0.3,-2.4,0.0,,hilljo01
318,Terrence Williams,24,2TM,SG,30,0,550,13.1,.488,.232,.232,2.5,18.7,10.3,19.2,1.9,0.9,16.5,20.9,-0.1,0.4,0.3,.029,-0.9,-0.6,-1.4,0.1,,willite01
318,Terrence Williams,24,HOU,SG,12,0,181,6.2,.434,.333,.211,1.3,16.8,9.0,8.3,1.2,0.4,13.8,18.1,-0.2,0.1,-0.1,-0.019,-3.9,-1.2,-5.1,-0.1,,willite01
318,Terrence Williams,24,SAC,SG,18,0,369,16.5,.510,.191,.241,3.1,19.7,11.0,24.6,2.2,1.2,17.5,22.2,0.2,0.2,0.4,.052,0.6,-0.2,0.4,0.2,,willite01
319,Nolan Smith,23,POR,PG,44,4,541,7.8,.434,.250,.156,3.6,8.6,6.0,18.2,1.8,0.4,17.9,19.8,-0.6,0.3,-0.3,-0.029,-4.2,-1.3,-5.5,-0.5,,smithno01
320,Josh Harrellson,22,NYK,PF,37,4,540,13.7,.505,.396,.174,10.0,21.0,15.4,3.3,2.2,3.0,11.1,15.0,0.4,1.0,1.4,.127,-0.5,0.6,0.1,0.3,,harrejo01
321,Luke Babbitt,22,POR,SF,40,4,537,11.3,.556,.578,.116,3.4,17.5,10.3,4.8,1.0,0.6,12.9,17.8,0.4,0.3,0.7,.064,-0.6,-1.8,-2.3,0.0,,babbilu01
322,Sasha Pavlović,28,BOS,SF,45,7,527,6.7,.456,.453,.063,0.9,14.5,8.0,5.3,2.0,2.2,13.2,13.8,-0.6,1.0,0.4,.039,-4.4,2.1,-2.3,0.0,,pavloal01
323,Ryan Hollins,27,2TM,C,39,8,522,6.9,.560,.000,.893,7.4,10.7,9.0,2.7,0.5,2.5,23.0,13.4,-0.1,0.3,0.2,.023,-5.9,-1.0,-6.9,-0.6,,holliry01
323,Ryan Hollins,27,CLE,C,24,7,362,7.0,.555,.000,.982,7.6,10.1,8.8,2.6,0.6,2.5,23.0,12.9,0.0,0.1,0.1,.013,-5.8,-1.4,-7.1,-0.5,,holliry01
323,Ryan Hollins,27,BOS,C,15,1,160,6.8,.571,.000,.714,7.0,12.0,9.6,3.0,0.3,2.4,23.0,14.3,-0.1,0.2,0.1,.044,-6.2,-0.2,-6.3,-0.2,,holliry01
324,Ronnie Price,28,PHO,PG,36,8,517,8.4,.465,.338,.192,4.0,8.2,6.1,18.7,3.4,0.4,24.6,16.4,-0.4,0.5,0.1,.008,-4.7,1.5,-3.1,-0.2,,pricero01
325,Anthony Randolph,22,MIN,PF,34,5,517,17.6,.532,.005,.420,9.0,17.5,13.2,6.6,1.3,4.8,14.4,23.8,0.5,0.6,1.1,.099,-1.4,0.6,-0.8,0.2,,randoan01
326,Will Bynum,29,DET,PG,36,0,514,10.0,.459,.149,.330,2.3,11.1,6.5,22.4,2.4,0.5,19.6,24.8,-0.7,0.4,-0.2,-0.022,-4.3,-0.8,-5.1,-0.4,,bynumwi01
327,Shawne Williams,25,NJN,SF,25,6,514,4.9,.372,.592,.075,4.4,11.2,7.7,4.9,1.0,1.6,7.9,14.7,-0.5,0.1,-0.4,-0.041,-4.2,-2.2,-6.4,-0.6,,willish03
328,Jamaal Tinsley,33,UTA,PG,37,1,507,10.9,.461,.262,.121,1.3,8.9,5.1,36.3,1.8,1.3,25.9,17.8,-0.2,0.3,0.1,.006,-1.7,-1.5,-3.2,-0.2,,tinslja01
329,Hakim Warrick,29,PHO,PF,35,0,503,13.1,.503,.056,.550,7.0,13.5,10.3,9.3,0.8,0.4,13.9,23.4,0.3,0.2,0.5,.050,-1.1,-1.6,-2.7,-0.1,,warriha01
330,Reggie Jackson,21,OKC,PG,45,0,501,9.2,.408,.390,.182,3.4,8.3,6.0,21.2,2.6,0.1,17.3,18.7,-0.4,0.5,0.1,.011,-3.3,-0.3,-3.6,-0.2,,jacksre01
331,Travis Outlaw,27,SAC,SF,39,5,500,9.6,.428,.343,.263,4.0,9.7,6.7,4.8,1.9,3.1,9.3,18.7,-0.3,0.2,-0.1,-0.008,-2.6,-1.0,-3.6,-0.2,,outlatr01
332,Josh Childress,28,PHO,SF,34,0,491,11.1,.501,.242,.020,7.2,14.6,10.9,10.0,1.5,0.9,8.3,10.1,0.6,0.4,0.9,.092,-1.0,0.7,-0.2,0.2,,childjo01
333,Chris Andersen,33,DEN,C,32,1,486,18.9,.583,.000,.759,11.9,23.3,17.8,1.8,2.0,7.4,10.6,14.8,1.0,0.8,1.9,.183,0.5,1.8,2.3,0.5,,anderch01
